CustomerID,City,Zip Code,Tenure Months,Contract,Internet Service,Payment Method,Monthly Charges,Total Charges,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,prob_stay,prob_churn,churn_risk_pct,risk_band
0682-USIXD,Diamond Bar,91765,21,Month-to-month,Fiber optic,Electronic check,86.05,1818.9,No,No,No,Yes,Yes,No,0.3898108197020176,0.6101891802979824,61.0,High
0689-DSXGL,Yreka,96097,52,Month-to-month,Fiber optic,Bank transfer (automatic),85.8,4433.3,No,Yes,Yes,Yes,No,No,0.9663542534968154,0.03364574650318465,3.4,Very low
0690-SRQID,Stockton,95203,4,Month-to-month,No,Mailed check,19.65,67.55,No,No,No,No,No,No,0.7498271280869118,0.25017287191308824,25.0,Medium
0691-NIKRI,Elverta,95626,40,One year,Fiber optic,Credit card (automatic),105.95,4335.2,No,No,Yes,Yes,Yes,Yes,0.7396563602548414,0.2603436397451587,26.0,Medium
0696-UKTOX,North Hills,91343,23,Month-to-month,DSL,Electronic check,54.15,1312.45,No,Yes,No,Yes,No,No,0.9578700994233561,0.042129900576643856,4.2,Very low
0699-NDKJM,Westlake Village,91361,57,Month-to-month,DSL,Bank transfer (automatic),58.75,3437.45,Yes,Yes,Yes,No,Yes,Yes,0.8029335794077199,0.1970664205922801,19.7,Low
0701-RFGFI,La Mesa,91941,49,Month-to-month,Fiber optic,Bank transfer (automatic),95.4,4613.95,No,No,No,No,Yes,Yes,0.8236024777434612,0.17639752225653885,17.6,Low
0701-TJSEF,Santa Barbara,93105,9,Month-to-month,DSL,Bank transfer (automatic),68.25,576.95,Yes,No,Yes,Yes,No,Yes,0.743429384240359,0.25657061575964096,25.7,Medium
0704-VCUMB,San Diego,92103,61,Two year,No,Credit card (automatic),20.25,1278.8,No,No,No,No,No,No,0.9895941568212505,0.010405843178749492,1.0,Very low
0707-HOVVN,Mi Wuk Village,95346,70,Two year,DSL,Bank transfer (automatic),75.5,5212.65,No,Yes,Yes,Yes,Yes,No,0.9777252317160764,0.022274768283923652,2.2,Very low
0708-LGSMF,Milpitas,95035,13,Month-to-month,DSL,Electronic check,65.85,902.25,Yes,No,No,No,No,Yes,0.46196816204755775,0.5380318379524422,53.8,High
0708-SJDIS,West Hollywood,90069,34,Month-to-month,DSL,Mailed check,65.0,2157.5,No,No,No,Yes,Yes,No,0.8056476460075419,0.19435235399245812,19.4,Low
0716-BQNDX,Madera,93637,57,Two year,Fiber optic,Electronic check,93.75,5625.55,Yes,No,No,Yes,No,Yes,0.9380265089547972,0.0619734910452028,6.2,Very low
0722-SVSFK,Half Moon Bay,94019,7,Month-to-month,Fiber optic,Electronic check,100.4,715.0,No,No,Yes,Yes,Yes,Yes,0.29259169453619893,0.7074083054638011,70.7,Very high
0723-FDLAY,Gold Run,95717,44,One year,DSL,Bank transfer (automatic),85.25,3704.15,No,Yes,Yes,Yes,Yes,Yes,0.8891230343307525,0.11087696566924755,11.1,Low
0723-VSOBE,Dos Rios,95429,45,One year,DSL,Electronic check,34.2,1596.6,No,No,No,No,No,Yes,0.8551890118681469,0.14481098813185306,14.5,Low
0725-CXOTM,Manteca,95337,36,One year,DSL,Credit card (automatic),89.65,3348.1,Yes,No,Yes,Yes,Yes,Yes,0.8949077360248936,0.10509226397510646,10.5,Low
0727-BNRLG,Los Angeles,90064,69,Two year,Fiber optic,Credit card (automatic),97.65,6743.55,No,Yes,Yes,Yes,Yes,No,0.9500490337531776,0.04995096624682242,5.0,Very low
0730-BGQGF,Grover Beach,93433,71,Two year,DSL,Credit card (automatic),90.3,6287.3,Yes,Yes,Yes,Yes,Yes,Yes,0.996566395263747,0.003433604736252947,0.3,Very low
0730-KOAVE,Redwood City,94062,30,Month-to-month,Fiber optic,Credit card (automatic),94.3,2679.7,Yes,Yes,No,No,No,Yes,0.5916092406776614,0.40839075932233854,40.8,Medium
0731-EBJQB,Downey,90240,52,One year,No,Electronic check,20.4,1090.65,No,No,No,No,No,No,0.9481137112111846,0.05188628878881537,5.2,Very low
0732-OCQOC,Death Valley,92328,52,Two year,No,Bank transfer (automatic),25.05,1270.25,No,No,No,No,No,No,0.9707305412073548,0.029269458792645184,2.9,Very low
0734-OXWBT,Covina,91722,3,Month-to-month,DSL,Mailed check,70.7,225.65,No,No,No,Yes,Yes,Yes,0.8869517050409232,0.11304829495907671,11.3,Low
0739-UUAJR,Mountain View,94040,72,Two year,DSL,Credit card (automatic),53.8,3952.45,Yes,No,Yes,No,Yes,Yes,0.9916408227878605,0.008359177212139496,0.8,Very low
0742-LAFQK,Fullerton,92833,72,Two year,Fiber optic,Electronic check,99.15,7422.1,Yes,Yes,Yes,No,No,Yes,0.9165382915517678,0.08346170844823217,8.3,Very low
0743-HNPFG,Butte City,95920,51,One year,DSL,Credit card (automatic),69.75,3562.5,Yes,Yes,No,Yes,No,Yes,0.9562120599918926,0.04378794000810737,4.4,Very low
0743-HRVFF,Bakersfield,93309,51,One year,DSL,Electronic check,56.15,2898.95,No,No,Yes,Yes,Yes,Yes,0.9545699120284197,0.045430087971580324,4.5,Very low
0744-BIKKF,Mecca,92254,72,Two year,DSL,Bank transfer (automatic),86.65,6224.8,Yes,Yes,Yes,Yes,Yes,Yes,0.9868038041311719,0.013196195868828104,1.3,Very low
0744-GKNGE,Inglewood,90305,64,Month-to-month,Fiber optic,Bank transfer (automatic),86.8,5327.25,Yes,No,No,Yes,No,No,0.9646392719392746,0.03536072806072543,3.5,Very low
0749-IRGQE,Buena Park,90621,13,Month-to-month,DSL,Electronic check,45.3,528.45,No,No,No,No,Yes,Yes,0.35245595104948924,0.6475440489505108,64.8,High
0750-EBAIU,Temecula,92590,52,One year,Fiber optic,Electronic check,91.25,4738.3,Yes,No,Yes,No,Yes,No,0.8813670990327424,0.11863290096725762,11.9,Low
0750-EKNGL,Hyampom,96046,7,Month-to-month,No,Mailed check,20.75,141.1,No,No,No,No,No,No,0.8254922221243438,0.1745077778756562,17.5,Low
0754-EEBDC,Covina,91723,4,Two year,No,Mailed check,19.9,76.65,No,No,No,No,No,No,0.983545058928405,0.016454941071594915,1.6,Very low
0756-MPZRL,Pauma Valley,92061,46,One year,DSL,Credit card (automatic),33.7,1537.85,No,No,Yes,Yes,No,No,0.9459638370856811,0.0540361629143189,5.4,Very low
0757-WCUUZ,June Lake,93529,54,Two year,DSL,Credit card (automatic),63.35,3409.1,No,No,Yes,No,No,Yes,0.989828317066566,0.01017168293343392,1.0,Very low
0769-MURVM,Carmel Valley,93924,72,Two year,DSL,Bank transfer (automatic),65.7,4575.35,Yes,Yes,Yes,Yes,Yes,Yes,0.9960129359671565,0.003987064032843511,0.4,Very low
0771-CHWSK,Brawley,92227,66,Two year,DSL,Credit card (automatic),74.6,4798.4,Yes,Yes,Yes,No,No,Yes,0.9773706639466538,0.022629336053346185,2.3,Very low
0771-WLCLA,Big Bear Lake,92315,16,Month-to-month,Fiber optic,Electronic check,112.95,1882.55,Yes,No,Yes,Yes,Yes,Yes,0.686342960848825,0.3136570391511751,31.4,Medium
0774-IFUVM,Stockton,95202,11,Month-to-month,DSL,Bank transfer (automatic),65.15,723.35,Yes,No,No,No,Yes,No,0.8515262479446841,0.14847375205531585,14.8,Low
0774-RMNUW,Pala,92059,71,Two year,DSL,Bank transfer (automatic),59.7,4122.65,Yes,Yes,No,Yes,Yes,Yes,0.9957971187788048,0.0042028812211951415,0.4,Very low
0780-XNZFN,Oakland,94618,57,Two year,No,Bank transfer (automatic),20.65,1125.6,No,No,No,No,No,No,0.9903932513157178,0.009606748684282284,1.0,Very low
0784-GTUUK,Newman,95360,62,One year,No,Credit card (automatic),23.75,1446.8,No,No,No,No,No,No,0.964773616167316,0.03522638383268394,3.5,Very low
0784-ZQJZX,Spreckels,93962,72,Two year,No,Credit card (automatic),19.9,1529.65,No,No,No,No,No,No,0.9989019097179048,0.001098090282095218,0.1,Very low
0786-IVLAW,Valley Village,91607,66,One year,Fiber optic,Bank transfer (automatic),108.1,7238.6,No,Yes,Yes,No,Yes,Yes,0.8776730484414117,0.12232695155858828,12.2,Low
0787-LHDYT,Carmel Valley,93924,16,Month-to-month,No,Credit card (automatic),20.6,330.25,No,No,No,No,No,No,0.8393457792708305,0.1606542207291695,16.1,Low
0788-DXBFY,Tustin,92780,58,One year,No,Electronic check,19.55,1108.8,No,No,No,No,No,No,0.9565975129637369,0.043402487036263177,4.3,Very low
0793-TWELN,Los Angeles,90026,4,Month-to-month,Fiber optic,Electronic check,80.15,319.85,Yes,No,No,No,No,No,0.3196752911684416,0.6803247088315584,68.0,Very high
0794-YVSGE,Pasadena,91101,72,Two year,No,Bank transfer (automatic),20.3,1401.15,No,No,No,No,No,No,0.9984633895061874,0.0015366104938126244,0.2,Very low
0795-GMVQO,San Diego,92105,67,One year,Fiber optic,Credit card (automatic),109.9,7332.4,Yes,Yes,Yes,No,Yes,Yes,0.8957396387575067,0.1042603612424933,10.4,Low
0795-LAFGP,Fullerton,92835,71,Two year,DSL,Electronic check,90.4,6668.05,Yes,Yes,Yes,Yes,Yes,Yes,0.9740855554787999,0.025914444521200047,2.6,Very low
0795-XCCTE,Bishop,93514,72,Two year,No,Bank transfer (automatic),25.4,1809.35,No,No,No,No,No,No,0.991643966728856,0.008356033271143962,0.8,Very low
0799-DDIHE,Grenada,96038,15,Month-to-month,DSL,Electronic check,46.3,639.45,No,No,No,No,No,No,0.8950580049607331,0.10494199503926693,10.5,Low
0804-XBFBV,Foothill Ranch,92610,11,Month-to-month,DSL,Electronic check,25.2,321.05,No,No,No,No,No,No,0.85881287774396,0.14118712225604005,14.1,Low
0804-YGEQV,Palm Desert,92211,43,One year,No,Bank transfer (automatic),24.45,993.15,No,No,No,No,No,No,0.9859558345888764,0.01404416541112367,1.4,Very low
0810-BDHAW,Chowchilla,93610,24,One year,DSL,Electronic check,78.4,1832.4,Yes,Yes,No,No,Yes,Yes,0.7573953519940873,0.2426046480059127,24.3,Low
0810-DHDBD,Rohnert Park,94928,52,One year,DSL,Credit card (automatic),74.0,3877.65,Yes,No,Yes,Yes,Yes,No,0.9644846569765817,0.035515343023418335,3.6,Very low
0811-GSDTP,Alameda,94502,13,Month-to-month,DSL,Electronic check,30.15,382.2,No,Yes,No,No,No,No,0.8786768344595991,0.12132316554040094,12.1,Low
0813-TAXXS,Alderpoint,95511,55,Two year,DSL,Bank transfer (automatic),77.8,4323.35,No,No,Yes,No,Yes,Yes,0.929298128609863,0.07070187139013691,7.1,Very low
0815-MFZGM,Morgan Hill,95037,42,Two year,Fiber optic,Credit card (automatic),99.0,4135.0,No,No,Yes,Yes,Yes,Yes,0.8503166329509009,0.14968336704909907,15.0,Low
0816-TSPHQ,Kettleman City,93239,2,Month-to-month,No,Mailed check,20.75,44.2,No,No,No,No,No,No,0.7999229118288916,0.20007708817110834,20.0,Low
0817-HSUSE,Altadena,91001,1,Month-to-month,DSL,Electronic check,75.5,75.5,No,No,Yes,Yes,Yes,Yes,0.44141624088008724,0.5585837591199128,55.9,High
0820-FNRNX,Lafayette,94549,17,Month-to-month,DSL,Mailed check,66.7,1077.05,No,Yes,Yes,Yes,No,No,0.90322883583142,0.09677116416857996,9.7,Very low
0822-QGCXA,Los Angeles,90068,27,Month-to-month,DSL,Electronic check,83.85,2310.2,No,Yes,Yes,Yes,Yes,Yes,0.6152225745337514,0.38477742546624855,38.5,Medium
0824-VWDPO,Mckinleyville,95519,45,One year,Fiber optic,Bank transfer (automatic),96.75,4442.75,Yes,Yes,No,No,No,Yes,0.8727891333350266,0.12721086666497342,12.7,Low
0825-CPPQH,Laytonville,95454,71,Two year,No,Credit card (automatic),19.1,1372.45,No,No,No,No,No,No,0.9925445250742905,0.007455474925709534,0.7,Very low
0827-ITJPH,Los Angeles,90047,36,Two year,No,Credit card (automatic),18.55,689.0,No,No,No,No,No,No,0.9740981411271565,0.02590185887284343,2.6,Very low
0829-DDVLK,Orange,92866,15,One year,No,Credit card (automatic),20.1,302.45,No,No,No,No,No,No,0.9384138851062729,0.061586114893727076,6.2,Very low
0829-XXPLX,Cutler,93615,20,Month-to-month,Fiber optic,Bank transfer (automatic),89.4,1871.15,Yes,No,Yes,No,Yes,No,0.5559850362522258,0.4440149637477742,44.4,Medium
0831-JNISG,San Jose,95148,71,Two year,No,Mailed check,19.8,1396.25,No,No,No,No,No,No,0.9982465053262185,0.001753494673781495,0.2,Very low
0835-DUUIQ,Alameda,94501,24,One year,No,Bank transfer (automatic),21.05,531.55,No,No,No,No,No,No,0.9513447759493714,0.04865522405062864,4.9,Very low
0835-JKADZ,San Francisco,94107,71,Two year,Fiber optic,Electronic check,111.25,7984.15,No,Yes,Yes,Yes,Yes,Yes,0.9118538682195633,0.08814613178043675,8.8,Very low
0839-JTCUD,Mission Viejo,92691,66,Two year,DSL,Credit card (automatic),89.9,5958.85,Yes,Yes,Yes,Yes,Yes,Yes,0.9801098109881671,0.01989018901183297,2.0,Very low
0839-QNXME,Surfside,90743,30,Two year,No,Credit card (automatic),19.4,578.5,No,No,No,No,No,No,0.9780147393052075,0.02198526069479248,2.2,Very low
0840-DCNZE,Newport Beach,92661,47,One year,DSL,Bank transfer (automatic),86.95,4138.9,Yes,Yes,Yes,Yes,Yes,Yes,0.9475102505118204,0.0524897494881796,5.2,Very low
0840-DFEZH,Los Angeles,90036,7,Month-to-month,Fiber optic,Electronic check,75.35,564.65,No,No,No,No,No,No,0.2644511808261585,0.7355488191738415,73.6,Very high
0842-IWYCP,Helendale,92342,46,Month-to-month,DSL,Bank transfer (automatic),44.95,2168.9,No,No,No,No,No,No,0.9021240883407659,0.09787591165923414,9.8,Very low
0847-HGRML,North Palm Springs,92258,62,Two year,No,Bank transfer (automatic),20.0,1250.1,No,No,No,No,No,No,0.9983793317059728,0.0016206682940271282,0.2,Very low
0848-SOMKO,Shingle Springs,95682,70,Two year,DSL,Bank transfer (automatic),48.4,3442.8,Yes,No,Yes,Yes,No,Yes,0.9864244089799316,0.013575591020068433,1.4,Very low
0848-ZGQIJ,Saratoga,95070,16,Month-to-month,Fiber optic,Bank transfer (automatic),94.65,1461.15,No,Yes,No,No,Yes,Yes,0.3231066226438686,0.6768933773561314,67.7,Very high
0851-DFJKB,Concord,94518,15,Month-to-month,DSL,Electronic check,58.95,955.15,Yes,No,Yes,Yes,No,No,0.822073633177437,0.17792636682256305,17.8,Low
0853-NWIFK,Woodacre,94973,45,One year,Fiber optic,Electronic check,100.3,4483.95,Yes,Yes,No,No,Yes,Yes,0.7774320488708333,0.22256795112916672,22.3,Low
0853-TWRVK,North Hollywood,91606,72,Two year,Fiber optic,Bank transfer (automatic),105.6,7581.5,Yes,Yes,Yes,Yes,No,Yes,0.9694762433637419,0.03052375663625805,3.1,Very low
0854-UYHZD,West Covina,91792,13,Two year,No,Mailed check,19.55,265.3,No,No,No,No,No,No,0.9879632999707302,0.012036700029269829,1.2,Very low
0856-NAOES,Concord,94519,6,Month-to-month,DSL,Mailed check,60.9,414.1,No,No,Yes,No,Yes,No,0.6204261519335399,0.37957384806646016,38.0,Medium
0859-YGKFW,Olivehurst,95961,18,One year,No,Bank transfer (automatic),20.05,345.9,No,No,No,No,No,No,0.9835896578483133,0.016410342151686682,1.6,Very low
0862-PRCBS,San Francisco,94132,68,Two year,Fiber optic,Credit card (automatic),103.75,7039.45,No,Yes,No,Yes,Yes,Yes,0.9816071134666758,0.018392886533324174,1.8,Very low
0864-FVJNJ,Trinidad,95570,64,One year,Fiber optic,Electronic check,113.35,7222.75,Yes,Yes,Yes,Yes,Yes,Yes,0.973263544448965,0.026736455551034956,2.7,Very low
0867-LDTTC,Sacramento,95830,5,Month-to-month,DSL,Bank transfer (automatic),75.15,392.65,No,No,Yes,Yes,Yes,Yes,0.6515128385147224,0.34848716148527753,34.8,Medium
0868-VJRDR,Cassel,96016,64,Two year,Fiber optic,Credit card (automatic),104.05,6605.55,Yes,Yes,No,Yes,Yes,Yes,0.9487924734196229,0.05120752658037706,5.1,Very low
0869-PAPRP,Pixley,93256,26,Month-to-month,Fiber optic,Credit card (automatic),85.7,2067.0,No,No,Yes,No,Yes,No,0.4517679457585324,0.5482320542414676,54.8,High
0871-OPBXW,Twentynine Palms,92277,2,Month-to-month,No,Mailed check,20.05,39.25,No,No,No,No,No,No,0.7397756311390775,0.2602243688609225,26.0,Medium
0872-CASZJ,Hamilton City,95951,59,One year,DSL,Mailed check,69.1,4096.9,Yes,No,No,Yes,No,Yes,0.9391895811002059,0.060810418899794105,6.1,Very low
0872-JCPIB,Pinecrest,95364,17,Month-to-month,DSL,Bank transfer (automatic),65.75,1111.2,Yes,No,No,No,No,Yes,0.7294319159968606,0.27056808400313936,27.1,Medium
0880-FVFWF,Livermore,94550,56,Month-to-month,Fiber optic,Electronic check,86.4,4922.4,Yes,Yes,No,No,No,No,0.7477819910388552,0.2522180089611447,25.2,Medium
0885-HMGPY,Honeydew,95545,62,Two year,DSL,Bank transfer (automatic),69.4,4237.5,Yes,Yes,Yes,Yes,No,No,0.9893833883828067,0.010616611617193242,1.1,Very low
0887-WBJVH,Cressey,95312,53,One year,Fiber optic,Electronic check,93.45,4872.2,No,No,No,Yes,Yes,Yes,0.7495999146647541,0.2504000853352459,25.0,Medium
0895-LMRSF,Imperial Beach,91932,23,One year,DSL,Bank transfer (automatic),64.9,1509.8,No,No,No,No,Yes,Yes,0.7782102188404287,0.22178978115957126,22.2,Low
0895-LNKRC,El Monte,91732,6,One year,No,Mailed check,19.45,113.5,No,No,No,No,No,No,0.9731693357964033,0.026830664203596675,2.7,Very low
0895-UADGO,River Pines,95675,8,Two year,DSL,Mailed check,44.55,343.45,Yes,No,No,Yes,No,Yes,0.8490098758218807,0.15099012417811936,15.1,Low
0898-XCGTF,Los Angeles,90039,61,One year,Fiber optic,Bank transfer (automatic),96.5,5673.7,No,No,No,No,Yes,Yes,0.739814400434907,0.2601855995650931,26.0,Medium
0899-LIIBW,Forks Of Salmon,96031,34,Month-to-month,Fiber optic,Electronic check,100.85,3527.3,No,No,Yes,No,Yes,Yes,0.3557275463456635,0.6442724536543365,64.4,High
0899-WZRSD,Marina Del Rey,90292,56,Month-to-month,Fiber optic,Mailed check,105.35,5794.45,Yes,No,No,Yes,Yes,Yes,0.7371312883445579,0.2628687116554421,26.3,Medium
0902-RFHOF,Loomis,95650,38,One year,No,Mailed check,20.1,730.1,No,No,No,No,No,No,0.9654794728172403,0.03452052718275967,3.5,Very low
0902-XKXPN,Redding,96001,69,Two year,No,Bank transfer (automatic),20.2,1376.5,No,No,No,No,No,No,0.9983004991377943,0.0016995008622056947,0.2,Very low
0906-QVPMS,Monterey,93940,72,Two year,Fiber optic,Bank transfer (automatic),115.15,8349.45,Yes,Yes,Yes,Yes,Yes,Yes,0.9596062568005762,0.04039374319942382,4.0,Very low
0907-HQNTS,Pittsburg,94565,70,Two year,Fiber optic,Credit card (automatic),113.0,7987.6,Yes,Yes,Yes,Yes,Yes,Yes,0.9421861812601214,0.05781381873987853,5.8,Very low
0909-SDHNU,Los Angeles,90036,7,Month-to-month,DSL,Mailed check,29.8,201.95,Yes,No,No,No,No,No,0.9098712738009859,0.09012872619901409,9.0,Very low
0909-SELIE,Clearlake Oaks,95423,61,Two year,DSL,Bank transfer (automatic),80.8,4860.85,Yes,Yes,Yes,Yes,No,Yes,0.973311112626139,0.026688887373861003,2.7,Very low
0913-XWSCN,Sun City,92585,55,Month-to-month,Fiber optic,Bank transfer (automatic),85.5,4713.4,No,No,No,No,No,Yes,0.9148384775959271,0.0851615224040729,8.5,Very low
0916-KNFAJ,San Jose,95133,61,Two year,DSL,Mailed check,69.9,4226.7,Yes,No,Yes,No,No,Yes,0.9550043767486432,0.04499562325135671,4.5,Very low
0916-QOFDP,Randsburg,93554,14,Month-to-month,Fiber optic,Electronic check,95.8,1346.3,No,No,No,No,Yes,Yes,0.4926087018281453,0.5073912981718547,50.7,High
0921-OHLVP,Paradise,95969,22,Month-to-month,Fiber optic,Electronic check,83.05,1799.3,No,No,No,No,No,Yes,0.3909146231941055,0.6090853768058945,60.9,High
0924-BJCRC,Felton,95018,60,Month-to-month,Fiber optic,Electronic check,89.45,5294.6,No,Yes,No,No,No,Yes,0.6573285540620377,0.3426714459379623,34.3,Medium
0927-CNGRH,Alta,95701,1,Month-to-month,No,Mailed check,19.55,19.55,No,No,No,No,No,No,0.9512760504361688,0.04872394956383118,4.9,Very low
0928-JMXNP,Los Molinos,96055,4,Month-to-month,DSL,Electronic check,29.9,118.25,No,No,Yes,No,No,No,0.3307040271503401,0.6692959728496599,66.9,Very high
0928-XUTSN,Brawley,92227,13,Month-to-month,Fiber optic,Electronic check,80.5,1011.8,No,No,No,No,No,Yes,0.3218324548843544,0.6781675451156456,67.8,Very high
0929-HYQEW,Oakland,94601,3,Month-to-month,DSL,Mailed check,50.15,160.85,Yes,No,No,No,No,No,0.6625686746509687,0.33743132534903125,33.7,Medium
0929-PECLO,Klamath,95548,63,Month-to-month,Fiber optic,Bank transfer (automatic),89.6,5538.8,No,No,Yes,No,No,Yes,0.7237641938835238,0.27623580611647625,27.6,Medium
0930-EHUZA,Calpine,96124,36,One year,DSL,Mailed check,76.35,2606.35,Yes,Yes,Yes,Yes,Yes,No,0.9373256831709921,0.06267431682900794,6.3,Very low
0931-MHTEM,Big Bar,96010,54,One year,Fiber optic,Credit card (automatic),100.05,5299.65,Yes,Yes,No,No,Yes,Yes,0.8784748392143017,0.12152516078569835,12.2,Low
0932-YIXYU,Dos Palos,93620,47,Two year,No,Credit card (automatic),20.25,1029.8,No,No,No,No,No,No,0.9874700617168654,0.01252993828313464,1.3,Very low
0936-NQLJU,Mokelumne Hill,95245,41,Two year,No,Credit card (automatic),20.65,875.55,No,No,No,No,No,No,0.9798092994253631,0.020190700574636927,2.0,Very low
0939-EREMR,Chico,95973,13,Month-to-month,DSL,Mailed check,53.45,718.1,No,No,Yes,Yes,No,No,0.9519637044119237,0.04803629558807628,4.8,Very low
0942-KOWSM,Hesperia,92345,30,Two year,DSL,Bank transfer (automatic),80.8,2369.3,No,Yes,Yes,Yes,Yes,Yes,0.9312644770417668,0.06873552295823315,6.9,Very low
0943-ZQPXH,Vacaville,95688,44,Month-to-month,Fiber optic,Bank transfer (automatic),92.95,4122.9,No,No,Yes,No,Yes,Yes,0.8480673876330278,0.15193261236697217,15.2,Low
0945-TSONX,Encino,91436,47,Two year,DSL,Credit card (automatic),85.3,4107.25,Yes,Yes,No,Yes,Yes,Yes,0.9470293673223799,0.05297063267762012,5.3,Very low
0946-FKYTX,Tulare,93274,52,One year,DSL,Mailed check,30.1,1623.4,No,Yes,No,No,No,No,0.9349190035509441,0.06508099644905582,6.5,Very low
0953-LGOVU,Clearlake,95422,12,Month-to-month,DSL,Mailed check,35.5,432.25,No,Yes,No,Yes,No,No,0.9052441017069706,0.09475589829302947,9.5,Very low
0956-ACVZC,Novato,94947,54,One year,Fiber optic,Credit card (automatic),94.1,5060.9,No,No,Yes,No,Yes,Yes,0.8207634308422865,0.1792365691577135,17.9,Low
0956-SYCWG,Agoura Hills,91301,13,One year,No,Electronic check,19.65,244.8,No,No,No,No,No,No,0.9030803778133432,0.09691962218665681,9.7,Very low
0958-YHXGP,Oakland,94621,7,Month-to-month,Fiber optic,Mailed check,69.9,497.3,No,No,No,No,No,No,0.3992610212276064,0.6007389787723936,60.1,High
0959-WHOKV,Covina,91724,42,One year,Fiber optic,Electronic check,99.0,4298.45,Yes,Yes,Yes,No,No,Yes,0.7508735024931021,0.2491264975068978,24.9,Low
0960-HUWBM,Pleasant Grove,95668,65,Two year,Fiber optic,Bank transfer (automatic),104.1,6700.05,No,No,Yes,Yes,Yes,Yes,0.9763532902781084,0.023646709721891607,2.4,Very low
0961-ZWLVI,Rancho Cordova,95670,49,One year,Fiber optic,Credit card (automatic),109.2,5290.45,Yes,Yes,Yes,No,Yes,Yes,0.9565763931703827,0.04342360682961735,4.3,Very low
0962-CQPWQ,Alameda,94502,62,Two year,No,Bank transfer (automatic),20.3,1296.15,No,No,No,No,No,No,0.9978808821979671,0.002119117802032889,0.2,Very low
0967-BMLBD,Hornitos,95325,11,One year,No,Mailed check,20.0,196.35,No,No,No,No,No,No,0.9682685346303093,0.03173146536969069,3.2,Very low
0969-RGKCU,Woodland Hills,91367,37,One year,No,Credit card (automatic),19.8,677.05,No,No,No,No,No,No,0.9917220093775501,0.00827799062244999,0.8,Very low
0970-QXPXW,Monrovia,91016,1,Month-to-month,No,Mailed check,19.65,19.65,No,No,No,No,No,No,0.7968245159733536,0.20317548402664645,20.3,Low
0971-QIFJK,Soquel,95073,69,Two year,No,Bank transfer (automatic),24.25,1641.8,No,No,No,No,No,No,0.9882115719493915,0.011788428050608505,1.2,Very low
0973-KYVNF,Castaic,91384,72,Two year,DSL,Credit card (automatic),70.65,5011.15,Yes,Yes,Yes,No,Yes,No,0.9823007951244801,0.017699204875519865,1.8,Very low
0975-UYDTX,Glendale,91207,26,One year,DSL,Credit card (automatic),90.1,2312.55,Yes,Yes,Yes,Yes,Yes,Yes,0.836121608937876,0.16387839106212398,16.4,Low
0975-VOOVL,Agoura Hills,91301,3,Month-to-month,DSL,Mailed check,29.2,98.5,No,Yes,No,No,No,No,0.5736224143274804,0.42637758567251965,42.6,Medium
0979-MOZQI,Monterey,93940,62,Two year,DSL,Bank transfer (automatic),39.0,2337.45,No,No,No,Yes,Yes,No,0.9510164388982647,0.048983561101735344,4.9,Very low
0980-FEXWF,Fiddletown,95629,26,One year,DSL,Mailed check,50.35,1285.8,No,No,Yes,No,No,No,0.9713961564550125,0.02860384354498749,2.9,Very low
0980-PVMRC,Squaw Valley,93675,40,Month-to-month,DSL,Electronic check,50.85,2036.55,No,Yes,No,No,Yes,Yes,0.8446523484376204,0.15534765156237962,15.5,Low
0983-TATYJ,Santa Ynez,93460,33,One year,DSL,Mailed check,51.45,1758.9,No,No,No,Yes,No,No,0.8924858962698199,0.10751410373018011,10.8,Low
0988-AADSA,Forbestown,95941,72,Two year,DSL,Bank transfer (automatic),80.85,5824.75,Yes,Yes,Yes,Yes,No,Yes,0.9974157827835637,0.002584217216436355,0.3,Very low
0988-JRWWP,Wilseyville,95257,3,Month-to-month,DSL,Electronic check,54.2,140.4,No,No,No,No,Yes,No,0.4396933833739971,0.5603066166260029,56.0,High
0993-OSGPT,Junction City,96048,68,One year,DSL,Bank transfer (automatic),60.65,3975.9,No,Yes,Yes,Yes,No,No,0.9705998193423716,0.029400180657628346,2.9,Very low
0997-YTLNY,Escondido,92029,19,Month-to-month,DSL,Mailed check,48.8,953.65,No,No,No,Yes,No,No,0.9596553422070466,0.04034465779295342,4.0,Very low
0999-QXNSA,Los Angeles,90029,7,Month-to-month,DSL,Mailed check,45.75,344.2,No,No,No,No,No,No,0.8847487310354212,0.11525126896457888,11.5,Low
1004-NOZNR,Glen Ellen,95442,56,One year,Fiber optic,Credit card (automatic),94.8,5264.3,Yes,No,No,No,Yes,Yes,0.9796999446503706,0.02030005534962941,2.0,Very low
1013-QCWAM,Garden Grove,92841,66,Month-to-month,Fiber optic,Electronic check,100.8,6690.75,No,Yes,No,No,Yes,Yes,0.5516762007119238,0.4483237992880762,44.8,Medium
1015-JPFYW,Clements,95227,7,One year,No,Mailed check,19.45,136.75,No,No,No,No,No,No,0.980308964090077,0.019691035909923084,2.0,Very low
1015-OWJKI,Lawndale,90260,1,Month-to-month,No,Mailed check,19.05,19.05,No,No,No,No,No,No,0.7944846682045015,0.20551533179549855,20.6,Low
1016-DJTSV,Santee,92071,8,Month-to-month,Fiber optic,Electronic check,69.7,572.85,No,No,No,No,No,No,0.33540981778444245,0.6645901822155575,66.5,Very high
