CustomerID,City,Zip Code,Tenure Months,Contract,Internet Service,Payment Method,Monthly Charges,Total Charges,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,prob_stay,prob_churn
2439-LYPMQ,Milford,96121,38,Month-to-month,Fiber optic,Electronic check,102.6,4009.2,No,Yes,Yes,No,Yes,Yes,0.3252909030365252,0.6747090969634748
3453-RTHJQ,San Bernardino,92407,6,Month-to-month,Fiber optic,Electronic check,69.1,435.0,No,No,No,No,No,No,0.32538806615891935,0.6746119338410806
3420-YJLQT,Alturas,96101,2,Month-to-month,Fiber optic,Electronic check,79.55,151.75,No,Yes,No,No,No,No,0.3255148501859939,0.6744851498140061
3496-LFSZU,Anaheim,92801,4,Month-to-month,Fiber optic,Electronic check,70.5,294.2,No,No,No,No,No,No,0.32650198753521154,0.6734980124647885
2809-ZMYOQ,Camptonville,95922,32,Month-to-month,Fiber optic,Electronic check,101.35,3334.9,No,No,Yes,No,Yes,Yes,0.32757057780150667,0.6724294221984933
6030-REHUX,Fountain Valley,92708,28,Month-to-month,Fiber optic,Electronic check,110.85,3204.4,No,Yes,Yes,Yes,Yes,Yes,0.3282556530621984,0.6717443469378016
2504-DSHIH,Thousand Oaks,91360,23,Month-to-month,Fiber optic,Electronic check,86.8,1975.85,No,No,No,No,No,Yes,0.32852601496489164,0.6714739850351084
2905-KFQUV,Moss Beach,94038,2,Month-to-month,Fiber optic,Credit card (automatic),70.4,154.8,No,No,No,No,No,No,0.33008687958129435,0.6699131204187057
8266-VBFQL,Jamul,91935,4,Month-to-month,Fiber optic,Electronic check,90.4,356.65,No,No,Yes,Yes,No,Yes,0.33009896608897005,0.66990103391103
3951-NJCVI,Cathedral City,92234,42,Month-to-month,Fiber optic,Electronic check,95.05,3944.5,No,No,No,No,Yes,Yes,0.33023559950139714,0.6697644004986029
4647-MUZON,Port Hueneme,93041,18,Month-to-month,Fiber optic,Credit card (automatic),95.95,1745.5,No,No,Yes,No,Yes,Yes,0.3303103498865293,0.6696896501134707
0928-JMXNP,Los Molinos,96055,4,Month-to-month,DSL,Electronic check,29.9,118.25,No,No,Yes,No,No,No,0.3307040271503401,0.6692959728496599
5339-PXDVH,Clipper Mills,95930,4,Month-to-month,Fiber optic,Electronic check,90.65,367.95,Yes,No,No,No,Yes,No,0.33078050778904566,0.6692194922109543
2107-FBPTK,Ramona,92065,30,Month-to-month,Fiber optic,Electronic check,104.1,3121.1,No,Yes,Yes,No,Yes,Yes,0.3315384677184813,0.6684615322815187
7315-WYOAW,Santa Monica,90405,13,Month-to-month,Fiber optic,Electronic check,100.75,1313.25,No,No,No,Yes,Yes,Yes,0.3315579893037398,0.6684420106962602
3841-CONLJ,Morro Bay,93442,1,Month-to-month,DSL,Electronic check,35.0,35.0,No,No,No,No,No,Yes,0.3319106621692238,0.6680893378307762
6705-LXORM,Perris,92570,5,Month-to-month,Fiber optic,Electronic check,70.05,302.6,No,No,No,No,No,No,0.332256780381319,0.667743219618681
4291-SHSBH,Modesto,95354,7,Month-to-month,Fiber optic,Electronic check,69.55,521.35,No,No,No,No,No,No,0.3328152388086013,0.6671847611913987
4815-GBTCD,Wishon,93669,4,Month-to-month,DSL,Electronic check,25.15,99.95,No,No,No,No,No,No,0.33449460959295807,0.6655053904070419
2038-OEQZH,Menifee,92584,4,Month-to-month,Fiber optic,Electronic check,86.05,308.1,No,No,Yes,No,No,Yes,0.33451879927772166,0.6654812007222783
1016-DJTSV,Santee,92071,8,Month-to-month,Fiber optic,Electronic check,69.7,572.85,No,No,No,No,No,No,0.33540981778444245,0.6645901822155575
6918-UMQCG,Orange,92869,5,Month-to-month,Fiber optic,Electronic check,80.2,384.25,No,No,No,No,Yes,No,0.33550988772036383,0.6644901122796362
6407-UTSLV,Compton,90222,2,Month-to-month,Fiber optic,Bank transfer (automatic),83.8,163.7,No,Yes,No,No,Yes,No,0.3355255331142065,0.6644744668857935
7590-VHVEG,Los Angeles,90001,1,Month-to-month,DSL,Electronic check,29.85,29.85,No,Yes,No,No,No,No,0.335897732242158,0.664102267757842
1754-GKYPY,Carson,90746,22,Month-to-month,Fiber optic,Bank transfer (automatic),89.75,1938.9,No,No,No,No,Yes,Yes,0.33597610016959856,0.6640238998304014
1226-IENZN,Los Angeles,90024,16,Month-to-month,Fiber optic,Electronic check,78.75,1218.25,No,No,No,No,No,Yes,0.3360797742507201,0.6639202257492799
1475-VWVDO,Dos Palos,93620,7,Month-to-month,Fiber optic,Electronic check,74.9,490.55,No,No,Yes,No,No,No,0.3371128057185848,0.6628871942814152
7517-LDMPS,Modesto,95356,12,Month-to-month,Fiber optic,Electronic check,84.6,1017.35,No,Yes,No,No,No,Yes,0.33809669004142695,0.661903309958573
5091-HFAZW,Santa Fe Springs,90670,2,Month-to-month,Fiber optic,Electronic check,91.15,168.5,Yes,Yes,No,No,Yes,No,0.33987333682869714,0.6601266631713029
4716-HHKQH,Pomona,91767,20,Month-to-month,Fiber optic,Electronic check,107.05,2172.05,No,Yes,No,Yes,Yes,Yes,0.33995738723048763,0.6600426127695124
8325-QRPZR,Benicia,94510,7,Month-to-month,Fiber optic,Electronic check,75.15,525.0,No,No,Yes,No,No,No,0.34033631264286623,0.6596636873571338
2135-DQWAQ,Santa Barbara,93111,5,Month-to-month,Fiber optic,Mailed check,85.3,420.45,No,Yes,No,No,Yes,No,0.34096169283430133,0.6590383071656987
5399-ZIMKF,San Simeon,93452,5,Month-to-month,Fiber optic,Electronic check,74.65,383.65,No,Yes,No,No,No,No,0.34174144093346515,0.6582585590665349
7801-KICAO,Pasadena,91103,18,Month-to-month,Fiber optic,Electronic check,74.15,1345.75,No,No,No,No,No,No,0.3423307267556329,0.6576692732443671
5652-MSDEY,Sutter Creek,95685,10,Month-to-month,Fiber optic,Mailed check,75.75,777.3,No,No,No,No,No,No,0.34310255804632883,0.6568974419536712
8648-PFRMP,Ferndale,95536,14,Month-to-month,DSL,Electronic check,46.35,672.7,No,No,No,No,Yes,Yes,0.34367247778251986,0.6563275222174801
3411-WLRSQ,Los Angeles,90038,3,Month-to-month,Fiber optic,Bank transfer (automatic),74.6,239.05,No,Yes,No,No,No,No,0.34472492967175494,0.6552750703282451
0674-DGMAQ,Elk,95432,32,Month-to-month,Fiber optic,Electronic check,93.5,2970.8,No,Yes,Yes,No,No,Yes,0.34502126734521876,0.6549787326547812
1078-TDCRN,Agoura Hills,91301,3,Month-to-month,DSL,Electronic check,30.75,82.85,No,Yes,No,No,No,No,0.3460771209211432,0.6539228790788568
6242-MBHPK,Hathaway Pines,95233,23,Month-to-month,Fiber optic,Electronic check,95.1,2326.05,Yes,No,No,No,Yes,Yes,0.34619996045992985,0.6538000395400702
0225-ZORZP,Groveland,95321,3,Month-to-month,Fiber optic,Electronic check,84.3,235.05,No,Yes,No,No,No,Yes,0.34670967389958196,0.653290326100418
8309-IEYJD,Indian Wells,92210,1,Month-to-month,Fiber optic,Mailed check,70.6,70.6,No,No,No,No,No,No,0.34697557499707976,0.6530244250029202
9741-YLNTD,Greenfield,93927,6,Month-to-month,Fiber optic,Bank transfer (automatic),87.95,522.35,No,No,No,Yes,No,Yes,0.3474039052560428,0.6525960947439572
8270-RKSAP,Anaheim,92801,9,Month-to-month,Fiber optic,Electronic check,70.5,597.9,No,No,No,No,No,No,0.34791871402259167,0.6520812859774083
8035-PWSEV,Hayward,94542,6,Month-to-month,Fiber optic,Electronic check,89.25,487.05,No,No,Yes,Yes,No,Yes,0.3484028767670281,0.6515971232329719
9617-INGJY,Manhattan Beach,90266,1,Month-to-month,Fiber optic,Mailed check,70.6,70.6,No,No,No,No,No,No,0.34869646426253953,0.6513035357374605
0258-NOKBL,Fortuna,95540,3,Month-to-month,Fiber optic,Electronic check,90.4,268.45,No,Yes,Yes,No,No,Yes,0.35109224267103456,0.6489077573289654
5032-MIYKT,Weott,95571,1,Month-to-month,Fiber optic,Mailed check,70.7,70.7,No,No,No,No,No,No,0.3519719230980103,0.6480280769019897
4583-PARNH,Kerman,93630,16,Month-to-month,Fiber optic,Electronic check,91.55,1540.05,No,No,Yes,Yes,No,Yes,0.35226633357395254,0.6477336664260475
6339-YPSAH,Tehama,96090,9,Month-to-month,Fiber optic,Electronic check,73.8,704.3,No,No,Yes,No,No,No,0.3523083238499649,0.6476916761500351
0749-IRGQE,Buena Park,90621,13,Month-to-month,DSL,Electronic check,45.3,528.45,No,No,No,No,Yes,Yes,0.35245595104948924,0.6475440489505108
8714-CTZJW,Pilot Hill,95664,4,Month-to-month,Fiber optic,Credit card (automatic),82.85,319.6,No,No,Yes,No,No,Yes,0.3533648154975607,0.6466351845024393
4299-SIMNS,Temple City,91780,9,Month-to-month,Fiber optic,Electronic check,81.15,784.45,Yes,No,No,No,No,No,0.35401022056580655,0.6459897794341934
8132-YPVBX,Salinas,93907,6,Month-to-month,Fiber optic,Mailed check,85.95,514.6,No,Yes,No,No,No,Yes,0.3540961802109732,0.6459038197890268
8709-KRDVL,Scott Bar,96085,33,Month-to-month,Fiber optic,Electronic check,100.0,3320.6,No,Yes,No,No,Yes,Yes,0.3548858634989792,0.6451141365010208
0899-LIIBW,Forks Of Salmon,96031,34,Month-to-month,Fiber optic,Electronic check,100.85,3527.3,No,No,Yes,No,Yes,Yes,0.3557275463456635,0.6442724536543365
5044-LRQAQ,Ladera Ranch,92694,7,Month-to-month,Fiber optic,Bank transfer (automatic),69.2,477.55,No,No,No,No,No,No,0.35594961682886184,0.6440503831711382
0139-IVFJG,Inyokern,93527,2,Month-to-month,Fiber optic,Electronic check,90.35,190.5,Yes,Yes,No,No,Yes,No,0.35628858511902606,0.6437114148809739
7379-FNIUJ,Olympic Valley,96146,2,Month-to-month,Fiber optic,Electronic check,100.2,198.5,Yes,Yes,No,No,Yes,Yes,0.3568731848420881,0.6431268151579119
7422-WNBTY,Green Valley Lake,92341,33,Month-to-month,Fiber optic,Electronic check,93.35,3092.0,No,Yes,Yes,No,No,Yes,0.3576956899886171,0.6423043100113829
7176-WIONM,Bishop,93514,12,Month-to-month,DSL,Bank transfer (automatic),49.85,617.15,No,No,Yes,No,Yes,Yes,0.35781052978949046,0.6421894702105095
0411-EZJZE,Stockton,95215,3,Month-to-month,DSL,Electronic check,60.25,170.5,No,No,No,No,Yes,No,0.3579486745235547,0.6420513254764453
9494-MRNYX,Meadow Valley,95956,10,Month-to-month,Fiber optic,Electronic check,75.05,786.3,No,No,No,No,No,No,0.35869525597687535,0.6413047440231247
9208-OLGAQ,Berkeley,94709,18,Month-to-month,Fiber optic,Electronic check,84.95,1443.65,No,No,Yes,No,No,Yes,0.35896696455109756,0.6410330354489024
3003-CMDUU,Santa Paula,93060,25,Month-to-month,Fiber optic,Electronic check,95.15,2395.7,No,No,No,Yes,Yes,Yes,0.35901041753130103,0.640989582468699
4686-UXDML,Cutler,93615,21,Month-to-month,Fiber optic,Credit card (automatic),99.85,1992.55,No,Yes,No,No,Yes,Yes,0.35967844542738725,0.6403215545726128
1751-NCDLI,Castroville,95012,46,Month-to-month,Fiber optic,Electronic check,98.85,4564.9,No,No,Yes,No,Yes,Yes,0.36177684427297785,0.6382231557270222
6496-JDSSB,Oak Park,91377,8,Month-to-month,Fiber optic,Bank transfer (automatic),80.0,624.6,No,No,No,No,Yes,No,0.3619989334549537,0.6380010665450463
0491-KAPQG,Pine Valley,91962,21,Month-to-month,Fiber optic,Electronic check,73.7,1558.7,No,No,No,No,No,No,0.3620684979125146,0.6379315020874854
2969-QWUBZ,Los Altos,94022,2,Month-to-month,DSL,Electronic check,51.4,96.8,No,Yes,No,No,Yes,Yes,0.3621483760178761,0.6378516239821239
5233-AOZUF,Palm Springs,92262,29,Month-to-month,Fiber optic,Electronic check,74.95,2149.05,No,No,No,No,No,No,0.3621738232882217,0.6378261767117783
5405-ZMYXQ,Los Angeles,90019,8,Month-to-month,Fiber optic,Credit card (automatic),74.6,548.9,No,No,No,No,No,No,0.3624433989485688,0.6375566010514312
1766-GKNMI,Bakersfield,93307,29,Month-to-month,Fiber optic,Electronic check,84.9,2516.2,No,No,No,No,No,Yes,0.3627626376143185,0.6372373623856815
4029-HPFVY,San Francisco,94118,3,Month-to-month,Fiber optic,Mailed check,70.3,220.4,No,No,No,No,No,No,0.3641273077186392,0.6358726922813608
4983-CCWMC,Creston,93432,3,Month-to-month,Fiber optic,Mailed check,69.6,207.4,No,No,No,No,No,No,0.3641273077186392,0.6358726922813608
1666-JXLKU,Shingle Springs,95682,37,Month-to-month,Fiber optic,Electronic check,100.05,3810.55,No,No,Yes,No,Yes,Yes,0.365633424664376,0.634366575335624
7714-YXSMB,Irvine,92612,26,Month-to-month,Fiber optic,Bank transfer (automatic),100.5,2599.95,No,No,Yes,No,Yes,Yes,0.3658925552559896,0.6341074447440104
3211-AAPKX,Woodland,95776,20,Month-to-month,Fiber optic,Mailed check,98.55,2031.95,No,No,No,Yes,Yes,Yes,0.3662059625303977,0.6337940374696023
1932-UEDCX,Manchester,95459,33,Month-to-month,Fiber optic,Bank transfer (automatic),100.6,3270.25,No,Yes,No,No,Yes,Yes,0.36681626954390034,0.6331837304560997
4536-PLEQY,Los Angeles,90058,12,Month-to-month,Fiber optic,Credit card (automatic),85.05,999.8,No,Yes,No,No,No,Yes,0.36709840002443117,0.6329015999755688
4059-IIEBK,Ojai,93023,7,Month-to-month,Fiber optic,Bank transfer (automatic),78.55,522.95,No,Yes,No,No,No,No,0.3671198897773913,0.6328801102226087
0447-RXSGD,Monterey,93940,24,Month-to-month,Fiber optic,Bank transfer (automatic),99.65,2404.85,No,Yes,No,No,Yes,Yes,0.3673444397807686,0.6326555602192314
5989-PGKJB,San Diego,92121,16,Month-to-month,Fiber optic,Electronic check,86.25,1340.1,No,Yes,No,No,No,Yes,0.3688323646099443,0.6311676353900557
3597-MVHJT,Brawley,92227,27,Month-to-month,Fiber optic,Bank transfer (automatic),95.6,2595.25,No,No,No,No,Yes,Yes,0.36922770402318694,0.6307722959768131
9050-IKDZA,Clovis,93611,2,Month-to-month,Fiber optic,Mailed check,81.5,162.55,No,No,No,No,Yes,No,0.3696492499861561,0.6303507500138439
5879-SESNB,Moraga,94556,11,Month-to-month,Fiber optic,Electronic check,75.25,888.65,No,No,No,No,No,No,0.3698173040358773,0.6301826959641227
4612-SSVHJ,Yermo,92398,20,Month-to-month,Fiber optic,Electronic check,81.45,1671.6,No,No,No,No,No,Yes,0.370082300295528,0.629917699704472
0196-JTUQI,Clarksburg,95612,9,Month-to-month,Fiber optic,Credit card (automatic),75.2,633.85,No,No,No,No,No,No,0.37025216937557304,0.629747830624427
5119-KEPFY,San Jose,95131,36,Month-to-month,Fiber optic,Bank transfer (automatic),95.0,3440.25,No,No,No,No,Yes,Yes,0.3704659108563897,0.6295340891436103
3365-SAIGS,Rancho Santa Fe,92067,17,Month-to-month,Fiber optic,Electronic check,83.55,1329.15,No,Yes,No,No,Yes,No,0.3710115772005629,0.6289884227994371
2262-SLNVK,Birds Landing,94512,1,Month-to-month,Fiber optic,Electronic check,70.1,70.1,No,No,No,No,No,No,0.3710944777611628,0.6289055222388372
6833-JMZYP,Hesperia,92345,15,Month-to-month,Fiber optic,Credit card (automatic),94.0,1505.45,No,No,Yes,No,Yes,Yes,0.3717659167486108,0.6282340832513892
2800-VEQXM,Lebec,93243,3,Month-to-month,Fiber optic,Mailed check,74.75,238.1,No,No,Yes,No,No,No,0.3719614886305186,0.6280385113694814
7365-BVCJH,Trinity Center,96091,1,Month-to-month,DSL,Electronic check,24.4,24.4,No,No,No,No,No,No,0.3728091978292951,0.6271908021707049
3420-ZDBMA,Brea,92821,5,Month-to-month,Fiber optic,Mailed check,71.45,371.6,No,No,No,No,No,No,0.37467953138011934,0.6253204686198807
9133-AYJZG,Mill Valley,94941,23,Month-to-month,Fiber optic,Credit card (automatic),98.7,2249.1,No,Yes,No,No,Yes,Yes,0.3753152238391051,0.6246847761608949
5043-TRZWM,Los Angeles,90022,1,Month-to-month,Fiber optic,Electronic check,75.55,75.55,No,No,Yes,No,No,No,0.37560806241942923,0.6243919375805708
8903-WMRNW,Durham,95938,15,Month-to-month,Fiber optic,Electronic check,101.75,1669.4,Yes,No,Yes,No,Yes,Yes,0.37560841224178876,0.6243915877582112
0420-HLGXF,Visalia,93291,39,Month-to-month,Fiber optic,Electronic check,99.75,4036.0,No,No,Yes,No,Yes,Yes,0.37620347210252614,0.6237965278974739
5453-AXEPF,San Jose,95134,17,Month-to-month,Fiber optic,Bank transfer (automatic),80.5,1336.9,No,Yes,No,No,No,No,0.37621613552563027,0.6237838644743697
3312-UUMZW,San Jose,95117,32,Month-to-month,Fiber optic,Credit card (automatic),98.85,3145.9,No,Yes,No,No,Yes,Yes,0.3765616580306729,0.6234383419693271
0434-CSFON,Los Angeles,90071,47,Month-to-month,Fiber optic,Electronic check,100.5,4707.1,No,No,Yes,No,Yes,Yes,0.37809262702744173,0.6219073729725583
0620-DLSLK,Pasadena,91103,13,Month-to-month,Fiber optic,Mailed check,81.9,1028.9,No,No,No,No,Yes,No,0.3782200240802308,0.6217799759197692
5442-BHQNG,Brooks,95606,2,Month-to-month,Fiber optic,Electronic check,70.35,139.25,No,No,No,No,No,No,0.3789788418093649,0.6210211581906351
9506-UXUSK,San Jose,95116,13,Month-to-month,Fiber optic,Electronic check,70.15,931.75,No,No,No,No,No,No,0.3790359733928055,0.6209640266071945
7952-OBOYL,Upland,91786,3,Month-to-month,Fiber optic,Mailed check,89.85,244.45,No,No,Yes,Yes,Yes,No,0.3791579175821962,0.6208420824178038
8104-OSKWT,Anaheim,92804,12,Month-to-month,Fiber optic,Electronic check,79.8,1001.2,Yes,No,No,No,No,No,0.38080146791938074,0.6191985320806193
1302-UHBDD,Ladera Ranch,92694,20,Month-to-month,Fiber optic,Electronic check,89.95,1648.45,No,No,No,No,Yes,Yes,0.3819554911787818,0.6180445088212182
7426-RHZGU,Oakland,94603,9,Month-to-month,Fiber optic,Bank transfer (automatic),95.9,827.45,No,No,No,Yes,Yes,Yes,0.38270513570205167,0.6172948642979483
4137-BTIKL,Daggett,92327,2,Month-to-month,Fiber optic,Mailed check,90.75,174.75,Yes,No,No,No,No,Yes,0.3834090758703631,0.6165909241296369
9773-PEQBZ,Lake Elsinore,92530,10,Month-to-month,Fiber optic,Electronic check,79.85,797.25,No,Yes,No,No,No,No,0.3837133746145571,0.6162866253854429
8404-GFGCZ,Millville,96062,4,Month-to-month,DSL,Electronic check,65.6,250.1,No,No,Yes,No,Yes,No,0.38381445355313104,0.616185546446869
0147-ESWWR,Atascadero,93422,39,Month-to-month,Fiber optic,Electronic check,101.25,3949.15,No,No,No,Yes,Yes,Yes,0.3840111406413176,0.6159888593586824
8224-DWCKX,Burlingame,94010,12,Month-to-month,Fiber optic,Credit card (automatic),73.3,828.05,No,No,No,No,No,No,0.3854247720470162,0.6145752279529838
1636-NTNCO,Valley Village,91607,4,Month-to-month,DSL,Credit card (automatic),50.95,207.35,No,Yes,No,No,Yes,Yes,0.3855641937578481,0.6144358062421519
3223-DWFIO,Forks Of Salmon,96031,4,Month-to-month,Fiber optic,Electronic check,69.35,261.65,No,No,No,No,No,No,0.3862804250997356,0.6137195749002644
4854-CIDCF,Los Angeles,90065,3,Month-to-month,Fiber optic,Electronic check,73.85,196.4,No,No,Yes,No,No,No,0.38629087428369746,0.6137091257163025
6923-JHPMP,Templeton,93465,2,Month-to-month,Fiber optic,Electronic check,80.45,137.1,Yes,No,Yes,No,No,No,0.3866586909226265,0.6133413090773735
2761-XECQW,Glenhaven,95443,8,Month-to-month,DSL,Mailed check,43.35,371.4,No,Yes,Yes,No,No,Yes,0.38774556774616664,0.6122544322538334
1212-GLHMD,San Joaquin,93660,3,Month-to-month,Fiber optic,Mailed check,86.05,244.85,Yes,No,No,No,No,Yes,0.38817432117914985,0.6118256788208501
9885-AIBVB,Newcastle,95658,29,Month-to-month,Fiber optic,Electronic check,85.8,2440.25,No,Yes,Yes,No,No,No,0.38845165352122446,0.6115483464787755
0315-LVCRK,El Dorado Hills,95762,11,Month-to-month,Fiber optic,Electronic check,84.8,888.75,No,No,Yes,No,No,Yes,0.38880449448076493,0.6111955055192351
0682-USIXD,Diamond Bar,91765,21,Month-to-month,Fiber optic,Electronic check,86.05,1818.9,No,No,No,Yes,Yes,No,0.3898108197020176,0.6101891802979824
2325-NBPZG,Novato,94949,3,Month-to-month,Fiber optic,Electronic check,74.55,233.65,Yes,No,No,No,No,No,0.39006668755621177,0.6099333124437882
3771-PZOBW,Solvang,93463,20,Month-to-month,Fiber optic,Credit card (automatic),90.7,1781.35,No,No,Yes,No,Yes,No,0.39016911943445975,0.6098308805655402
0921-OHLVP,Paradise,95969,22,Month-to-month,Fiber optic,Electronic check,83.05,1799.3,No,No,No,No,No,Yes,0.3909146231941055,0.6090853768058945
2203-GHNWN,Julian,92036,24,Month-to-month,Fiber optic,Mailed check,79.65,1928.7,No,No,Yes,No,No,No,0.39119208058982347,0.6088079194101765
1100-DDVRV,Twain Harte,95383,17,Month-to-month,DSL,Mailed check,49.8,836.35,No,Yes,No,No,Yes,Yes,0.3913217615220663,0.6086782384779337
4450-DLLMH,Avalon,90704,2,Month-to-month,Fiber optic,Credit card (automatic),71.3,157.75,No,No,No,No,No,No,0.39194793992325827,0.6080520600767417
9167-APMXZ,Long Beach,90810,22,Month-to-month,Fiber optic,Bank transfer (automatic),84.15,1821.95,No,No,No,No,Yes,No,0.3923090140385279,0.6076909859614721
2959-FENLU,Los Gatos,95033,9,Month-to-month,Fiber optic,Credit card (automatic),85.3,781.4,No,No,Yes,No,No,Yes,0.3926746149138334,0.6073253850861666
3196-NVXLZ,Orange Cove,93646,25,Month-to-month,Fiber optic,Mailed check,84.6,2088.05,No,No,No,No,Yes,No,0.39285970278743854,0.6071402972125615
5692-ICXLW,Escondido,92027,31,Month-to-month,Fiber optic,Electronic check,90.7,2845.15,No,Yes,No,No,Yes,No,0.3928933050212503,0.6071066949787497
8695-ARGXZ,Fresno,93722,34,Month-to-month,Fiber optic,Electronic check,75.55,2425.4,No,No,No,No,No,No,0.39314472859037775,0.6068552714096223
4998-IKFSE,Phelan,92371,30,Month-to-month,Fiber optic,Electronic check,100.45,3096.9,No,No,Yes,No,Yes,Yes,0.3938704942014478,0.6061295057985522
7318-EIVKO,Shandon,93461,8,Month-to-month,DSL,Electronic check,59.25,436.6,No,No,No,No,Yes,No,0.39401360308969824,0.6059863969103018
4741-WWJQZ,Forestville,95436,2,Month-to-month,Fiber optic,Electronic check,80.15,194.55,Yes,No,No,Yes,No,No,0.39454610362185194,0.6054538963781481
5271-DBYSJ,Berkeley,94708,11,Month-to-month,Fiber optic,Credit card (automatic),79.15,827.7,No,No,No,No,No,Yes,0.3954487118878188,0.6045512881121812
2187-PKZAY,Stevinson,95374,12,Month-to-month,Fiber optic,Bank transfer (automatic),79.95,1043.4,No,No,No,No,No,Yes,0.3959804265582496,0.6040195734417504
9840-EFJQB,Sylmar,91342,1,Month-to-month,Fiber optic,Electronic check,74.35,74.35,No,Yes,No,No,No,No,0.39644279884459577,0.6035572011554042
5599-HVLTW,Oakland,94609,14,Month-to-month,Fiber optic,Bank transfer (automatic),80.35,1058.1,No,No,Yes,No,No,No,0.39675223264922765,0.6032477673507723
6704-UTUKK,Exeter,93221,29,Month-to-month,DSL,Electronic check,45.9,1332.4,No,No,No,No,Yes,Yes,0.3970330164250888,0.6029669835749112
5606-AMZBO,Rosamond,93560,10,Month-to-month,Fiber optic,Credit card (automatic),78.15,765.15,Yes,No,No,No,No,No,0.39844870318843884,0.6015512968115612
1194-HVAIF,Capistrano Beach,92624,27,Month-to-month,Fiber optic,Credit card (automatic),95.0,2462.55,No,No,No,No,Yes,Yes,0.3989628038159455,0.6010371961840545
0958-YHXGP,Oakland,94621,7,Month-to-month,Fiber optic,Mailed check,69.9,497.3,No,No,No,No,No,No,0.3992610212276064,0.6007389787723936
3384-CTMSF,Lincoln,95648,47,Month-to-month,Fiber optic,Electronic check,104.1,5135.15,No,Yes,Yes,No,Yes,Yes,0.4001529118987902,0.5998470881012098
2080-GKCWQ,San Pablo,94806,2,Month-to-month,Fiber optic,Electronic check,74.95,151.75,No,Yes,No,No,No,No,0.40105748882381786,0.5989425111761821
6175-IRFIT,Bangor,95914,5,Month-to-month,Fiber optic,Mailed check,78.75,426.35,No,No,No,No,No,Yes,0.4010896360721362,0.5989103639278638
9572-WUKSB,South Pasadena,91030,3,Month-to-month,DSL,Electronic check,29.9,92.25,No,No,No,Yes,No,No,0.4011980243341565,0.5988019756658435
7284-BUYEC,Tulelake,96134,5,Month-to-month,DSL,Credit card (automatic),50.95,229.4,No,Yes,No,No,Yes,Yes,0.40227657798880645,0.5977234220111936
5183-SNMJQ,Frazier Park,93225,10,Month-to-month,Fiber optic,Credit card (automatic),95.1,865.1,No,No,No,Yes,Yes,Yes,0.40346482529239447,0.5965351747076055
9921-QFQUL,Garden Valley,95633,23,Month-to-month,Fiber optic,Mailed check,90.15,2044.95,No,No,Yes,No,No,Yes,0.4045227881718698,0.5954772118281302
8617-ENBDS,Helendale,92342,3,Month-to-month,Fiber optic,Credit card (automatic),73.6,232.5,No,No,Yes,No,No,No,0.404632501556758,0.595367498443242
2041-JIJCI,Wendel,96136,5,Month-to-month,DSL,Electronic check,64.0,370.25,No,Yes,No,No,No,Yes,0.40480243422956297,0.595197565770437
3703-KBKZP,Standish,96128,16,Month-to-month,Fiber optic,Bank transfer (automatic),74.45,1261.35,No,No,No,No,No,No,0.4048202032072964,0.5951797967927036
5666-CYCYZ,Montebello,90640,24,Month-to-month,Fiber optic,Electronic check,89.55,2259.35,No,No,No,Yes,No,Yes,0.40571238185130887,0.5942876181486911
1746-TGTWV,Whittier,90604,1,Month-to-month,Fiber optic,Credit card (automatic),75.35,75.35,No,No,Yes,No,No,No,0.40585449865893786,0.5941455013410621
7924-GJZFI,Jackson,95642,25,Month-to-month,Fiber optic,Electronic check,69.3,1813.1,No,No,No,No,No,No,0.40598092157503396,0.594019078424966
7278-CKDNC,Fresno,93701,24,Month-to-month,Fiber optic,Electronic check,80.5,2088.45,No,Yes,No,No,No,No,0.4060687752264708,0.5939312247735292
2740-TVLFN,Manteca,95337,1,Month-to-month,DSL,Electronic check,50.15,50.15,No,No,No,No,No,No,0.40720144370971967,0.5927985562902803
8160-HOWOX,San Bernardino,92407,7,Month-to-month,DSL,Electronic check,66.85,458.1,No,No,No,No,Yes,Yes,0.40758429151202946,0.5924157084879705
0428-IKYCP,Sonora,95370,22,Month-to-month,Fiber optic,Bank transfer (automatic),87.0,1850.65,No,No,Yes,No,Yes,No,0.4076000256545207,0.5923999743454793
5857-TYBCJ,Dixon,95620,44,Month-to-month,Fiber optic,Electronic check,89.2,4040.2,No,No,Yes,No,Yes,No,0.40882449841563673,0.5911755015843633
1658-TJVOA,Cazadero,95421,6,Month-to-month,Fiber optic,Electronic check,74.1,450.9,Yes,No,No,No,No,No,0.40900245646379807,0.5909975435362019
5482-VXSXJ,Tehama,96090,22,Month-to-month,Fiber optic,Mailed check,93.2,2157.3,No,Yes,No,No,Yes,Yes,0.40911076086380516,0.5908892391361948
6103-BOCOU,San Francisco,94117,26,Month-to-month,Fiber optic,Electronic check,80.7,2193.0,No,No,Yes,No,No,No,0.4098668243702618,0.5901331756297382
9129-UXERG,Van Nuys,91405,18,Month-to-month,Fiber optic,Credit card (automatic),103.6,1806.35,No,Yes,No,Yes,Yes,Yes,0.4099492388257179,0.5900507611742821
0248-IPDFW,Lake Elsinore,92530,1,Month-to-month,DSL,Electronic check,50.1,50.1,No,No,No,No,No,No,0.41067993815444825,0.5893200618455517
